,field_number_PR,longitud_IG,latitude_IG,day_init_TI,day_end_TI,samp_rate_RE,habitat,pasture,savanna,forest,cover,EPS,BGNf,Hf,NDSI,rBA,ADI,pred,Cluster3,XCOORD.y,YCOORD.y,ndmi2022,brillo2022,_slavimean,_MNDWImean,FM,DN,DI,AD,COB,SL,Unnamed: 0,XCOORD.y_x,YCOORD.y_x,FM100_b100mean_100,FM100_b100median_100,DN100_b100mean_100,DN100_b100median_100,DI300_b300mean_300,DI300_b300median_300,COB300_b300mean_300,COB300_b300median_300,DN250_b250mean_250,DN250_b250median_250,DN200_b200mean_200,DN200_b200median_200,DN300_b300mean_300,DN300_b300median_300,DI250_b250mean_250,DI250_b250median_250,DI100_b100mean_100,DI100_b100median_100,DI200_b200mean_200,DI200_b200median_200,COB200_b200mean_200,COB200_b200median_200,Brillo300_b300mean_300,Brillo300_b300median_300,COB250_b250mean_250,COB250_b250median_250,brillo200_b200mean_200,brillo200_b200median_200,AD300_b300mean_300,AD300_b300median_300,AD200_b200mean_200,AD200_b200median_200,AD100_b100mean_100,AD100_b100median_100,COB100_b100mean_100,COB100_b100median_100,brillo250_b250mean_250,brillo250_b250median_250,brillo100_b100mean_100,brillo100_b100median_100,AD250_b250mean_250,AD250_b250median_250,SLAVI250_b250mean_250,SLAVI250_b250median_250,SL300_b300mean_300,SL300_b300median_300,SL250_b250mean_250,SL250_b250median_250,SLAVI300_b300mean_300,SLAVI300_b300median_300,SLAVI200_b200mean_200,SLAVI200_b200median_200,SLAVI100_b100mean_100,SLAVI100_b100median_100,SL200_b200mean_200,SL200_b200median_200,SL100_b100mean_100,SL100_b100median_100,NDMI200_b200mean_200,NDMI200_b200median_200,NDMI100_b100mean_100,NDMI100_b100median_100,FM300_b300mean_300,FM300_b300median_300,FM250_b250mean_250,FM250_b250median_250,llanos300_b300mean_300,llanos300_b300median_300,NDMI300_b300mean_300,NDMI300_b300median_300,NDMI250_b250mean_250,NDMI250_b250median_250,llanos250_b250mean_250,llanos250_b250median_250,ICHN300_b300mean_300,ICHN300_b300median_300,llanos100_b100mean_100,llanos100_b100median_100,llanos200_b200mean_200,llanos200_b200median_200,ICHN250_b250mean_250,ICHN250_b250median_250,FM200_b200mean_200,FM200_b200median_200,ICHN200_b200mean_200,ICHN200_b200median_200,ICHN100_b100mean_100,ICHN100_b100median_100,ICHN2022
10,RZUB01,-73.4080305,3.5558748,3,14,192000,bosque,0.727939070949742,0.2484815265645156,0.0235794024857424,pasture,0.164712482434281,0.771159435364496,0.322516556607186,0.877938068352884,0.276260430183662,0.839590209767812,1.0,1.0,0.142857142857338,1.0,0.681458272279951,0.760751607172611,0.0761512098935094,0.191166377607583,0.614444447976918,0.999141435411576,0.817695949478665,0.327472527877401,0.860753271755381,0.953024818518202,0.720430107526882,0.142859591830302,0.999999583333477,0.600000003557051,0.428571432828903,0.998683967982114,1.0,0.226473532977997,0.199221652195775,0.803339028098871,1.0,0.986089391906327,1.0,0.990421230388362,1.0,0.983077078530257,1.0,0.211322474481141,0.194251168765044,0.167304845977049,0.171141908166098,0.196917316336214,0.193141255488259,0.770064205457464,1.0,0.318496526543043,0.234790910903025,0.783770058667028,1.0,0.336557050707365,0.256539184576014,0.512326103532462,0.533333300219644,0.414725797044337,0.25,0.481324444741869,0.500000000000001,0.855305466237942,1.0,0.33390420609587,0.254179196200503,0.311805516638718,0.296811108107616,0.451539323404896,0.312500011641532,0.555425329687758,0.54162297729363,0.396234894649284,0.410919443048177,0.341792179790962,0.330858000029705,0.622121543565101,0.725815917332807,0.524660713447486,0.488426413986821,0.559041580496793,0.662537553324545,0.451908376146185,0.535930366511092,0.78329569016318,0.843681381284874,0.548850110102697,0.652422414847012,0.611536712627271,0.770828277459308,0.608432499371868,0.428571432828903,0.553518467169991,0.428571432828903,0.772152141223703,0.927096589188114,0.660886013207816,0.807282047686591,0.584524676394944,0.72469909728484,0.71805200491561,0.890478424111274,0.649194901685919,0.709225081089301,0.734236993610219,0.902011521674038,0.696559010206139,0.854830916469441,0.605134723360169,0.621063575733818,0.53031860548053,0.428571432828903,0.591639194036469,0.584510091553982,0.664711691965548,0.684852922113655,4.63612237676358
11,RZUB02,-73.407822,3.5519733,8,14,192000,bosque,1.0,0.0,0.0,pasture,0.131916123664439,0.64050208925132,0.43537484888232,0.413499702245685,0.0052497793265118,0.647381028152329,0.0,6.50733145509941e-21,0.142857142857338,0.916666666666629,0.938986070744615,0.769705922820019,0.95562640640439,0.200650091656565,1.0240740738903902e-15,0.0,0.17310284717625,0.0523693379487121,1.00636942675159e-15,0.878244677172078,0.752688172043011,0.142859591830302,0.916666284722396,1.0,1.0,1.0,1.0,0.379572197953817,0.382314191941873,0.916017285589873,1.0,0.99960579341966,1.0,1.0,1.0,0.995448544490844,1.0,0.374721889400081,0.376716367806526,0.35417743237539,0.353405909677948,0.369318772593938,0.370944087760682,0.986454183266932,1.0,0.23080098330584,0.18239038526601,0.948151769823435,1.0,0.167073409369941,0.15430266714341,0.664500102643722,0.666666650109821,0.747479012625911,0.75,0.76973304212865,0.75,1.0,1.0,0.209529176023518,0.179677700692604,0.178583857413521,0.226472399851276,0.676072499848944,0.687500011641532,0.785720955757691,0.886992536445885,0.567182752066572,0.543955970137158,0.490356198801086,0.458353600124754,0.765131276586097,0.87643676685998,0.870170413051019,0.916475298447567,0.924915094211072,0.912954196665569,0.52343629224203,0.535930366511092,0.445845002231983,0.464064974144729,0.874141152075067,0.925508301170076,0.906763634330456,0.914529713088728,0.782335075404502,1.0,0.817179287228851,1.0,0.862313436662955,0.970086308560389,0.785114306879104,0.896899454748435,0.799882220852339,0.902193920600766,0.877763446555245,0.973672522963684,0.801748250818173,0.911010279267544,0.975453791327652,0.976368024225364,0.940903059960077,0.979961392628721,0.82767939488044,0.913034802847947,0.911798266449961,1.0,0.890973323244093,0.932764376645065,0.934683001516398,0.929758172792911,5.69532066260366
12,RZUB03,-73.4079323,3.548788,3,14,192000,bosque,1.0,0.0,0.0,pasture,0.125449419072438,0.718649162661228,0.430049483612482,0.839290485894936,0.158371120429282,0.96817997135047,1.0,1.0,0.142857142857338,0.833333333333314,0.905410970353973,0.766836153556555,0.0934516368522336,0.12070003283378,1.0240740738903902e-15,0.0,0.214947523336659,0.530769229667073,1.00636942675159e-15,0.886828081254066,0.731182795698925,0.142859591830302,0.833332986111259,1.0,1.0,1.0,1.0,0.499450297539023,0.535849573323654,0.917699156104073,1.0,1.0,1.0,1.0,1.0,0.9995857122204,1.0,0.485181328302079,0.502563606852148,0.439793817101769,0.440597003359409,0.467666999007773,0.474117714758243,0.994028662420382,1.0,0.180944578237187,0.157261094948765,0.952539763981529,1.0,0.121900515019323,0.126054204248098,0.482871945995586,0.466666650109822,0.629573994521662,0.625000023283064,0.780133241745448,0.75,1.0,1.0,0.161056991571527,0.151711401687907,0.137021015089563,0.173893134071795,0.533980016320213,0.500000000000001,0.724908516010024,0.819156135575374,0.251877675829217,0.236346410875895,0.218421800084042,0.257552241909369,0.677601233023804,0.778701760354635,0.825533102155382,0.861534876933941,0.872790734916434,0.861561982002231,0.304208358831997,0.363888582918417,0.484578221508101,0.53259224634082,0.870574762682825,0.904866620142929,0.893403961179632,0.898863490023372,0.749048646213356,1.0,0.828153278340358,1.0,0.809817919402351,0.9445134942997,0.720764253962861,0.861052966524466,0.765397565039163,0.87979498499416,0.848029170047832,0.954280739402308,0.747907042921297,0.848125863662764,0.96334095989325,0.965970323986092,0.931036117454523,0.965570008744161,0.796804790832174,0.873924335483737,0.947834981749147,1.0,0.87720311217764,0.914516243897548,0.938648354332085,0.941306738452851,5.69799604810553
13,RZUB04,-73.408125,3.5452143,3,11,192000,borde,0.8917835755695714,0.1082164244304284,0.0,pasture,0.135136901701591,0.811204482800424,0.533626692352422,0.892342438095642,0.165680156265066,0.900148695560633,1.0,1.0,0.142857142857338,0.75,0.836773789302086,0.0774912882169607,0.877319886032057,0.225543515695011,0.848046596559892,0.0,0.193388071216574,0.413937289654301,0.95135887930858,0.931717464830329,0.709677419354839,0.142859591830302,0.749999687500122,0.828110600767597,1.0,1.0,1.0,0.39776762575114,0.404229125599186,0.913679462625613,1.0,0.999209969875864,1.0,1.0,1.0,0.996285480098152,1.0,0.395329026182247,0.393773197430081,0.395682056262058,0.394003924699829,0.394644773396878,0.391728481606112,0.94859437751004,1.0,0.122028002842951,0.0664406781252787,0.928754390811856,1.0,0.0537065749767867,0.0478977320336744,0.628377321832379,0.6,0.636452376632411,0.75,0.608411757139521,0.687500011641532,0.945337620578778,1.0,0.101571301093859,0.0629249540543482,0.0708059619304757,0.105175413728018,0.63772707798492,0.625000023283064,0.781123881645069,0.905395490066153,0.465698312218269,0.598541140171458,0.484351532956566,0.583917047867995,0.791896367348992,0.893777570576365,0.774485877771966,0.918431502651708,0.731544141805595,0.877546404726339,0.571418864581053,0.787318268451908,0.687144746469641,0.790832335154399,0.760166141002759,0.915184917024335,0.729934419567908,0.875535345901343,0.752043547071999,1.0,0.76581614817471,1.0,0.875791265901226,0.975418453919326,0.806560515547822,0.913597312033826,0.781346189054117,0.912766084821239,0.867723612223776,0.980395285682269,0.791148057447294,0.881868495786727,0.859412807710625,0.96409629016463,0.867397812008585,0.982448513895807,0.799232341061305,0.91706529733725,0.819855886592781,1.0,0.820590329662251,0.938944278862713,0.817653027946732,0.933895626008333,5.4217744387182
14,RZUB05,-73.4080353,3.5414035,5,13,192000,borde,0.8778704377155435,0.0125910562385779,0.1095385060458783,pasture,0.0601630800022948,0.733090093989792,0.266067997667672,0.839695549412307,0.203321559613842,0.939038237739074,1.0,1.0,0.142857142857338,0.666666666666629,0.731502523903538,0.0866442088159853,0.762934586104456,0.243884682383775,0.0650257043293879,0.994922130967296,0.259896888257223,0.0263909776266724,0.887784494299972,0.837078061596498,0.741935483870968,0.142859591830302,0.666666388888984,0.63497071146777,0.428571432828903,0.992928241375825,1.0,0.0774010836956928,0.0670565470828124,0.814758346377854,1.0,0.975971013236031,1.0,0.978382730986503,1.0,0.969061338098681,1.0,0.0629548111603509,0.060495080221263,0.0531762556577558,0.0555749725165028,0.0524680444693938,0.0505323552337345,0.771233974358974,1.0,0.292833474898062,0.133653799422574,0.808384970596361,1.0,0.332595001675924,0.220829338257698,0.532153521367235,0.466666650109822,0.373081451553713,0.312500011641532,0.387898879172814,0.375,0.882165605095541,1.0,0.305991186969417,0.171906283142202,0.31116691667049,0.246080889364654,0.45831918980355,0.375,0.706181532362308,0.77212951519878,0.408670020067573,0.491962835904906,0.255180393292768,0.330722475531327,0.751859856002047,0.837818746112291,0.63662607087472,0.682642195171969,0.612113763764134,0.676849233618933,0.179057127094348,0.184326818349375,0.26007773172791,0.265406818779398,0.711541484473518,0.789203426081758,0.698625517048344,0.773814683341826,0.657992664199307,0.428571432828903,0.615889480800618,0.428571432828903,0.851152621376806,0.970074182478279,0.805704726597347,0.891626963795512,0.768125246005288,0.853652428150768,0.831055439970127,0.952994535016694,0.683497667016792,0.746762727216537,0.801073485050388,0.924878703129899,0.801128341177218,0.924991808408498,0.648540820354187,0.717897058793844,0.560177296957234,0.428571432828903,0.594022610211004,0.651509873208952,0.641221447681968,0.670696829846214,4.06721587064552
15,RZUB06,-73.4073639,3.5377706,5,13,192000,pastizal,0.1541601778484733,0.0,0.8458398221515265,forest,0.91696146011566,0.705679016449933,0.43147830116222,0.459901775402015,0.0106359323770147,0.753365836011153,0.5,5.19666638585212e-45,0.142857142857338,0.583333333333314,0.434086609466159,1.0,0.531403380835728,0.921457256801071,0.0675925948777311,0.885288086781065,0.0440780737013091,0.494505489512049,0.145616154996211,0.0923484867259445,0.774193548387097,0.142859591830302,0.583333090277904,0.066003618879786,0.0,0.843371935730922,0.857142851372865,0.030660017972692,0.0179310803568593,0.451619640740736,0.0,0.855743877670872,0.935981507429957,0.886330667964515,0.944529930836613,0.795886679487698,0.923076859592687,0.0293130874536557,0.0182456411215999,0.0090186032305335,0.0052244301793916,0.0270416195582062,0.0165041586539661,0.461847389558233,0.0,0.511264576381291,0.541751492587952,0.465023483443186,0.0,0.553370867808451,0.642420635250608,0.274381087077364,0.0,0.245697838871064,0.0,0.0726832206976159,0.0,0.144694533762058,0.0,0.525419102311058,0.560999734583344,0.838761458075856,0.893500684576946,0.263376247042211,0.0,0.477580887693997,0.34100284072805,0.840375415494846,0.883977790492165,0.825175929466003,0.851002881287966,0.489725723192315,0.340089460163512,0.461238962505246,0.294065468838487,0.310060196459361,0.269113091949084,0.856359065129078,0.945175040073292,1.0,1.0,0.545757031900747,0.464679150212767,0.446378039516373,0.430564361053433,0.336349744933576,0.142857149243355,0.323977644512769,0.142857149243355,0.659764401083696,0.587511488552042,0.591258753458951,0.512598331346843,0.571625649398902,0.504324973235657,0.651726118232022,0.587911618240911,0.404513878711395,0.243860102084651,0.52021187325175,0.507103803638761,0.643814735262409,0.549258634182351,0.414535375275725,0.270223360076207,0.318259680835749,0.142857149243355,0.416391614898082,0.271312649399483,0.241597679114038,0.156518580154462,3.36728936556135
16,RZUB07,-73.4079365,3.5339204,5,13,192000,potrero,0.0,0.0,1.0,forest,0.0882807016037161,0.832133584697771,0.404820080159281,0.104003839180035,0.0020883703673087,0.660564706944857,0.0,1.58362548111701e-39,0.142857142857338,0.5,0.506381502995765,0.953857117804889,0.535320576593488,1.0,0.0,0.267044170761322,0.0,0.0,0.0,0.980499456664239,0.688172043010753,0.142859591830302,0.499999791666767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803113494807041,0.77639718887034,0.0,0.0,0.76102210043427,0.720077443168649,0.014482481827803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775098387872984,0.750090462657613,0.81341662517789,0.785386374910819,0.0055319153406833,0.0,0.195777509987062,0.21724412327745,1.0,0.968948847250562,0.926548586554696,0.936010158767875,0.198571498649932,0.209694512112467,0.207765213751061,0.236016582986124,0.230043919774357,0.250134769361491,0.905129969982975,0.945175040073292,0.907276942085772,0.9596570159806,0.270523524174679,0.34090611490763,0.31858481118899,0.384719905732507,0.0005891421616192,0.0,0.0,0.0,0.379782799092195,0.432286031898362,0.260994538819798,0.289756389582515,0.258465629393956,0.307048350404936,0.37810361874826,0.445828106695652,0.0,0.0,0.422478903035915,0.477292998205317,0.394337410336178,0.46135176005183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13732086186013
17,RZUB08,-73.4078713,3.5305841,4,12,192000,sabana,0.0370455312069786,0.4057603706656151,0.5571940981274063,forest,0.165531123548131,0.819068204827164,0.483893574206839,0.394042446420957,0.0096778373967247,0.696135658864611,0.0,6.801547338939651e-19,0.142857142857338,0.416666666666629,0.280838683898911,0.871893546887531,1.0358120327926301e-15,0.500906338322024,0.336528235520796,0.932386372985005,0.131278852590807,0.0,0.255663430420712,0.944234781281099,0.763440860215054,0.142859591830302,0.416666493055629,0.0328617083569304,0.0,0.907620643686112,0.954824569286635,0.0439941686624822,0.0219873412968502,0.378015671286612,0.0,0.816701591608927,0.935981507429957,0.847349412960487,0.944529930836613,0.755064030537382,0.923076859592687,0.0349323297485245,0.0184259028819281,0.0268603363227515,0.0173260650689601,0.0296649782797824,0.0152441125765293,0.299601593625498,0.0,0.614251486115739,0.686801294041879,0.360113681897601,0.0,0.646375396964567,0.724244581568735,0.0691267241597333,0.0,0.0186120843560257,0.0,0.0,0.0,0.254045307443366,0.0,0.626313859777925,0.74045811495242,0.70093320472921,0.739978634566169,0.0438333781838137,0.0,0.225169884398352,0.171651623169408,0.630583489357229,0.598541140171458,0.613656523330526,0.583831184744021,0.257199621313689,0.176485609100111,0.200493577849426,0.173677833378719,0.187906069187063,0.203151257606571,0.661547051104936,0.643510114455934,0.743630024129307,0.829290659966694,0.240765969583395,0.219220818696628,0.237138219661879,0.260829203618737,0.208327036500521,0.0,0.165985737518842,0.0,0.426896692515385,0.375345723448303,0.295779717346744,0.21300859135256,0.269748836597161,0.213332743535613,0.40162833999321,0.378805175233291,0.243442530039456,0.130481708385787,0.369506289721765,0.418793079057908,0.376790895440161,0.38392073498704,0.233547058175699,0.125976380608556,0.112829847807053,0.0,0.210194849572537,0.121357799752899,0.189755896261697,0.139099057287986,2.65383042744755
18,RZUB09,-73.4079213,3.5269836,4,12,192000,borde,0.6695102955629153,0.3304897044370847,0.0,pasture,0.185442825903597,0.913149650928254,0.646829648070225,0.507794394405059,0.0197948618231519,0.859737760557597,0.5,5.181504866853129e-11,0.142857142857338,0.333333333333314,0.450413898983463,0.778738538452214,0.640624095781537,0.153832058236075,0.462962968316088,0.0,0.12770315287032,0.120209057889794,0.841337784422553,0.827329762447935,0.795698924731183,0.142859591830302,0.333333194444492,0.452079571311987,0.428571432828903,1.0,1.0,0.308217549828733,0.317299552352707,0.856398372903812,1.0,0.991519425934154,1.0,0.99648788657318,1.0,0.989190431129187,1.0,0.306809430425939,0.317556627694757,0.261287295545174,0.261958246143399,0.294650098553131,0.300066480251057,0.82516077170418,1.0,0.19599657215492,0.103571716183251,0.834874160525032,1.0,0.195548889896623,0.149004541220338,0.351771503888934,0.33333332505491,0.264630368249275,0.25,0.176685227358705,0.1875,0.836012861736334,1.0,0.206233997307712,0.121871113761061,0.211268689172917,0.262888137549123,0.323710344570576,0.312500011641532,0.556511156434486,0.669655244502092,0.143107449362299,0.0465676952192124,0.097882249461045,0.0119410078567066,0.596976689842046,0.733192551611063,0.520155549491212,0.574599159865378,0.4494894060444,0.358224135170448,0.138406008344945,0.113483674630693,0.216087840900935,0.285790557714219,0.55065588719706,0.73475660858159,0.515832814413659,0.491241283959995,0.678186177109037,1.0,0.6192435708625,0.428571432828903,0.742303260879482,0.926752583167749,0.635709922903588,0.807182435456992,0.594912167147843,0.776387768897427,0.708389642210802,0.912073245717373,0.649415987002756,0.782366311814269,0.644750750717371,0.67361534263924,0.677344396390803,0.876740196596156,0.618128214835382,0.720091938263265,0.562656644749584,0.428571432828903,0.589005761210927,0.670578448864835,0.535678308083544,0.48908877475028,3.54547426113361
19,RZUB10,-73.4083064,3.5235147,4,10,192000,bosque,1.0,0.0,0.0,pasture,0.0670120097424226,0.636643448864769,1.0,0.630165302705944,0.0067116060597361,1.0,0.5,0.0025097207339571,0.142857142857338,0.25,0.830793786803773,0.807782996315801,0.898529055729605,0.0456679033319434,1.0240740738903902e-15,0.0,0.179545315908046,0.64849624637735,1.00636942675159e-15,0.831811040662655,0.698924731182796,0.142859591830302,0.249999895833355,1.0,1.0,1.0,1.0,0.319425919152821,0.31391002886065,0.962646304807903,1.0,0.999769574520149,1.0,1.0,1.0,0.99603405423855,1.0,0.33232712124327,0.318891513455453,0.367359058621336,0.359277956535401,0.344362881684345,0.328168763660668,1.0,1.0,0.104575336409324,0.0496244259209417,0.986367104761153,1.0,0.0267020180603565,0.0292541878733537,0.806472340437689,0.733333300219643,0.924535077317471,0.937500058207663,0.95317032463139,0.937500058207663,1.0,1.0,0.0687831728827368,0.0444873139097779,0.0780546236733475,0.123773370566007,0.868772125648237,0.875000023283066,0.854497551210443,0.888243620394809,0.0479041911335765,0.0465676952192124,0.0426332639160494,0.0481102686726747,0.838953012750112,0.887132654882143,0.864895682546753,0.883096880506178,0.853247995373146,0.86622623256077,0.0446580715823357,0.15345477334481,0.236309926459302,0.345306173128046,0.87610024362828,0.900357396217292,0.873401873590988,0.885782731976283,0.898039055883992,1.0,0.938266062975588,1.0,0.931256604670507,0.97912008360231,0.872170837997176,0.909834267254165,0.872793835673953,0.909770247290596,0.94409634438318,0.981067992946502,0.858812103646084,0.901827618364774,0.970350256320403,0.974597576972249,0.964605467447759,0.979293411837915,0.887069917911396,0.914924608912528,0.989080982792909,1.0,0.916042362128868,0.924716299596213,0.938474118680539,0.947608625079435,5.45575520841712
20,RZUB11,-73.4076433,3.520385,4,12,192000,bosque,0.6066770343090174,0.0,0.3933229656909826,pasture,0.172191184604002,0.705654080643347,0.462189265887947,0.801756623520226,0.142898169824352,0.860329802173322,1.0,1.0,0.142857142857338,0.166666666666629,0.785211765815463,0.872910420345377,0.793622711747674,0.638878007723307,0.474755080090679,0.956279258086687,0.275907280582417,0.334494773775913,0.605775771442706,0.936841767051852,0.78494623655914,0.142859591830302,0.166666597222275,0.463594472504431,0.428571432828903,0.940213910253346,1.0,0.0914055743517807,0.0571369161306187,0.632517977209655,1.0,0.913559514843475,1.0,0.911566482500987,1.0,0.901308244753809,1.0,0.0870220411193714,0.0436238183422463,0.056452065234294,0.0410578526066965,0.0799331531647498,0.0366113389886073,0.58714859437751,1.0,0.375344725080335,0.278606986783706,0.62738229153312,1.0,0.387061183095238,0.333201461190255,0.593799936574363,0.466666650109822,0.524375253863651,0.312500011641532,0.491645855914435,0.312500011641532,0.601941747572815,1.0,0.370292334595308,0.308770201187609,0.421615972832987,0.422895537733047,0.580649952381086,0.500000000000001,0.714289592946311,0.821371989134763,0.373534992905986,0.617327492952396,0.354081580075528,0.583745321620055,0.743195622707581,0.833175063985479,0.669872300278599,0.773408105036753,0.689087137850065,0.831290348269167,0.34849168192152,0.643362983528893,0.71026852343359,0.829195126939148,0.73453833878554,0.809898152438074,0.760776898543657,0.850170623706836,0.554752272216638,0.428571432828903,0.525185602220049,0.428571432828903,0.849433379990295,0.949763827636851,0.819105982272773,0.874083993549744,0.786471915533747,0.864575531812264,0.831321738156608,0.937945615329865,0.619799639531972,0.749309515041416,0.814692118030751,0.900980964306117,0.794073447849363,0.894910172094343,0.606159850600501,0.717616095570486,0.495489324787728,0.428571432828903,0.57546922845022,0.685668795968588,0.600425817255233,0.69092983416875,4.59208172048628
21,RZUC01,-73.4046697,3.5556609,3,11,192000,sabana,0.0,0.0,1.0,forest,0.126111980737551,0.721475024616734,0.423011743890567,0.190628749649326,0.0034286503800898,0.30050536744854,0.0,3.50157546665163e-73,0.285714285714221,1.0,0.375330609505095,0.93388430800155,1.1838154523023902e-15,0.610088752060447,0.032613825467199,0.761460599347268,0.0056713345383011,0.0,0.0,0.968803316690951,0.537634408602151,0.285716326525289,0.999999583333477,0.0031847135181639,0.0,0.674453770800038,0.674235594975248,0.0667660327875408,0.0286757303172179,0.515737105516499,1.0,0.820136487825325,0.90946420324198,0.795123702836372,0.833589891697968,0.834745103042533,1.0,0.0438845230391661,0.0112290865498287,0.0011603845561663,0.0,0.0224163225292161,0.0028350946114999,0.286057692307692,0.0,0.566172549724543,0.572624801811977,0.424643143755509,0.0,0.718490722374482,0.812525678821715,0.439670364327235,0.0,0.129465318375884,0.0,0.0,0.0,0.0,0.0,0.629512560088084,0.787555508132263,0.919927344437086,0.908812911802552,0.303598980044886,0.0,0.464527169405441,0.253701385285907,0.660660968013769,0.617498905507672,0.576524530607461,0.583831184744021,0.557771630839358,0.438344270796359,0.360041166499472,0.211385152999895,0.171632807017671,0.184325224124368,0.622000948150006,0.643436548992409,0.854497281482331,0.858509451050278,0.376686119397954,0.27175816332376,0.184593418404641,0.217151041065176,0.455889704727957,0.28571429848671,0.338943098610824,0.0,0.687303584417792,0.762944202327583,0.576480267858246,0.566591233908069,0.480931297041527,0.334828036801508,0.609602382026349,0.541100612912203,0.483584637664729,0.454357365414739,0.365793444072343,0.411392096568082,0.526229413655455,0.479291013801161,0.388092453542169,0.135945087696948,0.193747149191249,0.0,0.271202593458221,0.105825172599342,0.0832306113664322,0.0758360308580638,2.31501770943482
22,RZUC02,-73.4042293,3.5522801,3,11,192000,borde,0.2153794444959536,0.0540950088022584,0.7305255467017879,forest,0.0559735261504205,0.875356747427613,0.634524312745882,0.44612242446594,0.0036089675900245,0.959244304835707,0.5,5.74218943696528e-10,0.285714285714221,0.916666666666629,0.374844024044977,0.0852591332567028,0.0566151195024536,0.0887864350954413,0.970664345246824,0.923204954654177,0.0492306305312095,0.417857137440267,0.0243579861251978,0.973133675003444,0.634408602150538,0.285716326525289,0.916666284722396,0.0947845834588248,0.0,0.895095893583794,0.909649219353167,0.0369911420509556,0.0139012081798109,0.355144380242056,0.0,0.858103287592133,0.935981507429957,0.874641639529152,0.921553496398949,0.83860064035709,0.923076859592687,0.0291027656402449,0.0113589133445101,0.0100728431682073,0.008425271959992,0.0220692715456958,0.0099525253206375,0.325721153846154,0.0,0.728047442658017,0.835720354910639,0.343509492047204,0.0,0.726702680030745,0.799503917679373,0.223365481729933,0.0,0.158607329210441,0.0,0.0614173213134874,0.0,0.24203821656051,0.0,0.729545560571708,0.837700505095264,0.761758291342142,0.820352343854418,0.193481006536806,0.0,0.328232622830612,0.214649794007683,0.739977214282127,0.784970825119816,0.749807672216885,0.775321731446137,0.348653462239978,0.211968661332029,0.322758992770502,0.225180085873632,0.289721536498009,0.236559099415769,0.80513586594213,0.872342845281492,0.874038330285324,0.959614362090624,0.336136000968751,0.24970508439745,0.324715895387386,0.273789400074773,0.226158886598711,0.0,0.204326681349208,0.0,0.530587555538188,0.472979706246962,0.350042217756641,0.233442635328635,0.33421827628483,0.230765087126114,0.521715206598694,0.484667343666751,0.297032458226971,0.141996618239021,0.535870943155138,0.5168506150961,0.531236953297471,0.496268705834669,0.290563787828955,0.144142066060022,0.184793728597124,0.0,0.28913312273118,0.151311903694748,0.246110884333501,0.151727379253304,2.5559551599636
23,RZUC03,-73.4044693,3.5486698,3,11,192000,bosque,1.0,0.0,0.0,pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,RZUC05,-73.4043366,3.5414907,3,14,192000,bosque,1.0,0.0,0.0,pasture,0.278396851047443,0.754273954090069,0.372582201534228,0.932187297116304,0.115409990813786,0.952822346624443,1.0,0.999999999977768,0.285714285714221,0.666666666666629,0.881824933439289,0.0780180799190835,0.912063961606018,0.122715561515365,1.0,0.0,0.790510110382024,0.0546689895816994,1.00636942675159e-15,0.855043354112734,0.623655913978495,0.285716326525289,0.666666388888984,0.976491862742961,1.0,1.0,1.0,0.0961762650138492,0.0884667189777697,0.900723653892513,1.0,0.996155435859833,1.0,0.996404134638884,1.0,0.990921599848083,1.0,0.109237122127949,0.104999269083243,0.161742481841919,0.173298211669795,0.123917053673614,0.129177355051996,0.9404,1.0,0.195137314797712,0.0945165221837936,0.937499177750589,1.0,0.126882638480365,0.0720325729523776,0.637392969079658,0.666666650109821,0.714094871669308,0.687500011641532,0.803533695652837,0.687500011641532,1.0,1.0,0.139790196755921,0.0785052912562714,0.0755215613880935,0.126740736434176,0.710084399378892,0.687500011641532,0.792046452630183,0.874538979242052,0.31372734679468,0.364766844179036,0.264539288234593,0.330722475531327,0.757742589451365,0.856904159376382,0.802809676591426,0.884019656696304,0.904449853292467,0.91316982074472,0.277500554260066,0.363888582918417,0.341147387512974,0.316526337316308,0.835174302697669,0.90987646267461,0.894753513381965,0.904750556908382,0.737993755815922,1.0,0.79958638504213,1.0,0.8714479996244,0.969047420787539,0.824854703524402,0.898451830718535,0.839743588687916,0.908330257313773,0.896063419942871,0.975672173654627,0.747519589753628,0.837274190754433,0.974605891874997,0.976235862051961,0.900548661241544,0.977438555920635,0.791658356624553,0.877297600073104,0.837517117075741,1.0,0.808076297239613,0.890851019038501,0.904836976284429,0.915755233526952,5.31008084255852
