Date,file,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,ROItotal,ROIcover
2019-05-16 12:04:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_120400.WAV,25604.466666666667,-2.39777333790572e-20,0.007007591592149692,-0.028980285513442245,8.145802353451554,71.47628774207698,-16.272609035799597,4.564134489369547,0.15359233689837987,0.9254442682483266,0.39395555555555556,2216,8.0696394705215,0.38666666666666666,0.43773584905660373,0.8834903982930299,0.0029713902083194255,4.866889512997081e-06,0.8457238945801588,2.7404718257746343,25,71.45865271052564,-21.54134728947436,-30.62389311507518,9.082545825600821,0.8866509892150256,0.018581386487467766,0.1330273154792243,0.048703617994185766,0.12184924740242864,42.35866980999657,5.369761697848571,261.68823836021704,0.9020041564157002,19.409028861305966,0.3383745426439502,6.567521264107636,50.522224643918804,34.80677944538155,2.0467121982827754,0.12829616489972562,0.1590585801112117,0.265149359886202,0.3313931123423239,0.3026538051209104,1702.125,13.38149087103993,0.1956636040851707,0.10259629849369555,1.9225585763827142,0.37508506390952,0.333320768088862,5.092981820979134,6.52856426373805,46367.97795565667,0.994707744195271,0.5775047590048191,1.9424184668908913,0,0.0
2019-05-16 12:20:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_122000.WAV,24250.966666666667,8.004399612262761e-19,0.0005244219848452164,0.010404842864249924,5.2642005431147885,60.21740881243085,-22.589903657858986,0.4506303750487852,0.07421724297205608,0.9530340650331072,0.15235555555555555,857,4.638948195070139,0.11911111111111111,0.051414868105515585,2.3170785917496444,0.0008473489701962126,3.077564840312142e-07,1.0757393313355923,3.477430641599601,15,60.2031434929666,-32.7968565070334,-38.34585350496229,5.548996997928896,0.8988149764358176,0.007733204887380052,0.11138042317424557,0.06115564247870453,0.05306585193157509,10.200652446600486,2.199661388143358,278.13439850853916,0.30906119588311787,1.8946123565259645,0.17996367020010864,0.34096139328688935,23.903756855151315,2.914043533182958,2.0790311403383384,0.015402890140790992,0.17259364627785678,0.21084637268847795,0.28652080300656996,0.2590085459637269,1456.6640625,9.535247012840442,0.1167391564055832,0.06932214543397808,1.652247622071181,0.3326744699807613,0.33332027382745116,5.073690990304243,6.604502297600936,53377.0221511196,0.9948185115142332,0.5936879463351915,1.5150478877207094,0,0.0
2019-05-16 12:36:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_123600.WAV,23645.13333333333,-2.4308294574757226e-18,0.007949565069109491,-0.05129159382861974,12.972768670600463,72.02403359826846,-27.454627887305485,14.56893487755726,0.04239050649007162,0.8484315375447431,0.3536,1989,19.024340882833354,0.34293333333333337,0.7095172413793104,0.48341927453769556,0.0028305308128263335,7.502584419617177e-06,1.1272809221059055,3.3616598517722642,27,72.00007439649113,-20.999925603508874,-41.71987229199193,20.71994668848306,0.8421359147703417,0.12817092193567925,0.2552217836725883,0.1387763750422606,0.13332292172934168,9.929869866663411,2.4791267816314875,283.0153024455084,0.9733077651431489,73.92815834739527,0.14345063814737974,10.60504149199439,42.10376767622391,47.64867696053153,2.035412786279503,0.15226481539027703,0.19695353247984826,0.3239623552123552,0.33236103193096844,0.3257384646159317,1831.953125,25.05542819877794,0.24693695545874822,0.21751836217927095,1.3147903976969588,0.4447981412980257,0.3333099279033734,4.7819651121412035,6.249953461184913,32988.75377607096,0.9928960335273724,0.6951147006827747,4.284368696986586,0,0.0
2019-05-16 12:52:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_125200.WAV,16491.033333333333,-1.2615294611409113e-19,0.003371917672202591,0.00105044037676633,4.110151840737472,68.29936953797687,-15.805235736120197,0.6102664506893465,0.162083278687795,0.9734504106046374,0.14133333333333334,795,4.21230998325353,0.10719999999999999,0.03898181818181818,2.750488975817923,0.0013237297484247365,4.827724048757833e-06,3.0755054182429076,12.336579012300804,23,68.27494831265538,-24.72505168734461,-29.255488340667274,4.530436653322663,0.6744642951735774,0.003291440147273006,0.05519607274654559,0.037148561239051414,0.07709435218332206,33.81169048310824,4.00095067691953,285.1099822896822,0.99726189467858,729.4320927154589,0.023710923258610423,17.29550837274385,52.419373969097094,18.74755753351104,1.8636727573591994,0.3526718419228334,0.15284063968274492,0.20779059134322295,0.22691937278257163,0.20797933521514939,1169.67578125,8.222981135395779,0.06358977707147936,0.062137237566694016,0.970657622710297,0.7530662667995282,0.3330923419150994,3.6160684727136663,5.1958292836078,13333.350340486706,0.9768494058029379,0.16869654522767227,1.3662199325002997,36,0.638933032539118
2019-05-16 13:08:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_130800.WAV,23849.45,-3.5400887468364473e-19,0.0001871020235734636,0.021729303561607093,4.934260164548381,55.74138475899253,-27.268042695869656,0.43719196250446757,0.04331096549563938,0.9678135280478044,0.09475555555555555,533,5.006293921093712,0.07004444444444444,0.09551515151515151,0.7334637268847795,0.0005213998177141729,9.320223193556862e-08,0.30632885938509286,2.3600000521504927,30,55.716342126373505,-37.283657873626495,-41.584907323167386,4.30124944954089,0.9248750870922113,0.006616844917229914,0.15918949779704528,0.08511159940518309,0.06896848369520192,35.27921811694494,4.475789529996105,270.8848819286063,0.8158716267949007,9.861987021262674,0.0234985481453897,0.23174237682834933,39.481796007886885,1.0009526681526775,2.078806034038249,0.017153932301203323,0.14122914780809517,0.20350284495021334,0.24684440225603446,0.22597767380867706,1270.8984375,9.018411887577003,0.09004760568545518,0.07397897293344002,1.2386239933920948,0.464058610059964,0.3333265414622731,5.400585902264259,6.76772916164246,56844.3740074074,0.9961230754958476,0.6050039375705121,1.424281162753239,9,2.472800720128023
2019-05-16 13:24:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_132400.WAV,22601.266666666666,-9.320090995264726e-19,0.0005079932614076651,0.01662885213819571,9.085706745099019,60.07917942681022,-26.682269020175127,4.2856792364738965,0.04633258690304226,0.9184914979130184,0.35057777777777777,1972,8.008623680785004,0.3351111111111111,0.20944444444444446,1.600284495021337,0.0008017837412335981,3.5015943606413826e-07,0.8922511296700564,3.2670675146461767,49,60.06226471168795,-32.93773528831204,-40.385269894817014,7.4475346065049735,0.8872565315139739,0.0435511218610829,0.19412005546783484,0.1102633840848829,0.08841455512677487,15.557596919070734,3.036365958795068,276.9186435766858,0.9526389712454205,41.22881243487796,0.02754622459689339,1.1356981271943394,57.16939603387434,2.7448219872119375,2.0407019821593257,0.12512539536596923,0.14763028578818055,0.2511989433042065,0.2569428685289836,0.25197361475373403,1417.099609375,12.24022886282783,0.12922783494843526,0.08596860117037261,1.4011492280588655,0.5185152070309064,0.3333181315317331,4.997742161068798,6.532257777019049,46657.35320491242,0.994542301466323,0.8219541804614414,1.6494752257623495,5,6.089485352951636
2019-05-16 13:40:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_134000.WAV,26026.016666666666,-2.98835030794938e-19,0.001718145016209723,0.013855882266673008,4.926500097846888,65.37119808030266,-16.61372905717465,-0.7582998458768913,0.1476772332297431,0.9509869112188658,0.03626666666666667,204,3.65806706788268,0.012622222222222222,0.028049382716049384,0.4500800142247511,0.001487299968558694,1.1433486879226165e-06,0.7855318235521672,2.66726309061455,35,65.35015540520773,-27.649844594792256,-34.107126094132305,6.4572814993400485,0.8921874145458036,0.009471180737060103,0.11840120962302747,0.06963491162932856,0.08789514844966917,24.51762951253444,4.0000541023905924,250.7157406149649,0.6531738009832498,4.766577051185827,0.13240065307827276,0.631097914524911,48.96919834710337,6.605492209998146,2.0620682237195993,0.08535195908196114,0.16400491400491402,0.24166327982117458,0.3155590825312308,0.28858811010846375,1623.01953125,10.360961214246469,0.16529466349573257,0.08169414850207103,1.9873276991541438,0.3205133988635755,0.3333216702776988,5.130236030712734,6.563211753508757,47902.70839284669,0.9949257804769625,0.47120931973292196,1.6222190114195487,0,0.0
2019-05-16 13:56:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_135600.WAV,25771.15,6.95392817403236e-19,0.0003311878599145348,0.020595458234762352,4.4527279161818685,58.22134400151075,-24.293381860759816,-0.4576027540532692,0.061000150563981795,0.9641210974613244,0.03857777777777778,217,3.638878676034656,0.017955555555555554,0.02693333333333333,0.6667852062588905,0.0006106324069239451,2.736861369348871e-07,2.1230820921132256,8.337404273948902,37,58.198774999215466,-34.80122500078453,-42.6531407859881,7.851915785203573,0.8365399343541892,0.02624092948982515,0.13317751253367105,0.07281933534459084,0.08611795589465454,6.815557666022457,1.9180670499712749,247.4790180530166,0.5168848560842112,3.139799849347338,0.041786458311958,0.13120111551264454,30.645015598802562,0.9724341589082637,2.074649487145166,0.051271222766320346,0.14610543557911979,0.21888843730948995,0.30942569643163537,0.270250822368421,1519.890625,11.430400794920132,0.16236115587215505,0.08570456508146782,1.780581012137649,0.3128238347894658,0.3332726885924338,4.305932674978728,6.213634689905192,41456.96011404985,0.9901154050267564,0.46539500319330357,1.5450034795426162,0,0.0
2019-05-16 14:12:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_141200.WAV,18962.5,-1.2595827159067596e-18,0.0022006051895894184,0.007516016101726539,5.189731666264072,66.4460212412985,-17.92322330895503,1.6625265799516953,0.1270102686246236,0.956527647104232,0.2408888888888889,1355,5.417328255552568,0.2119111111111111,0.0730727969348659,2.9005156472261735,0.0014325769989409834,2.2460935335444996e-06,2.5803740913550133,10.44611402097556,43,66.42573796986395,-26.574262030136055,-31.55256586620041,4.978303836064356,0.7863912407948631,0.07168965523716264,0.40124074248915176,0.2006745003266478,0.08691874718939474,25.523306930290474,3.944510630332728,268.96480907283797,0.9957501958039636,469.6099170087139,0.020166510616949653,9.470393377181075,64.29818745588179,12.547217852866028,1.8916166075348688,0.2977733916312062,0.13960192249665931,0.23216571834992886,0.2498560920125532,0.23927621854996442,1345.689453125,12.12539885292706,0.11304370777027027,0.08585036198845425,1.3096779028376757,0.6924378406156644,0.3332224864345578,4.004374155195456,5.898617400353347,31444.035435594156,0.9858195071101793,0.42728698468867254,1.5598633552715713,7,5.66100640113798
2019-05-16 14:28:00,/media/andrescastro/Seagate Backup Plus Drive/Porce_2019/G37/G37_20190516_142800.WAV,16953.316666666666,-6.355255827767476e-19,0.0003563467003790069,-0.007230657781847379,114.97187753384272,58.53932733094794,-24.830720591774558,2.8681217870886115,0.05734082939359877,0.9064196445236301,0.1703111111111111,958,8.204493509362242,0.05902222222222222,0.024764568764568763,2.3837571123755334,0.0007373826937762545,1.465011250567554e-07,2.9743394480410434,15.940280616431,6,58.482665370776665,-34.517334629223335,-37.67900260518161,3.1616679759582738,0.9134797639856511,0.00011877945460325723,0.10992845591807066,0.09793563357457791,0.008889119461193862,3.8801114123753084,0.5728300505005792,310.99854956801414,-0.10946376967230924,0.8026726556295922,0.9420205855676193,0.7561341650753045,9.994284874881604,3.194113870681096,2.0615155264151985,0.10121236677887402,0.15057222294064398,0.1405621316805527,0.14471608614553524,0.14557622744043386,818.720703125,7.81550504417014,0.0046772203947368415,0.04538259878177127,0.10000300454050327,0.46133060080078764,0.333294206181407,4.525040810318258,6.695271512585391,64462.259882691986,0.9934160573282558,0.8955304806697961,1.270122287972279,214,0.4727229285206259
