,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
4106,G13_20180529_142400,G13,2018/05/29,14:24:00,G13_20180529_142400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4107,G13_20180529_144000,G13,2018/05/29,14:40:00,G13_20180529_144000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4108,G13_20180529_145600,G13,2018/05/29,14:56:00,G13_20180529_145600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4109,G13_20180529_151200,G13,2018/05/29,15:12:00,G13_20180529_151200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4110,G13_20180529_152800,G13,2018/05/29,15:28:00,G13_20180529_152800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4111,G13_20180529_154400,G13,2018/05/29,15:44:00,G13_20180529_154400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4112,G13_20180529_160000,G13,2018/05/29,16:00:00,G13_20180529_160000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4113,G13_20180529_161600,G13,2018/05/29,16:16:00,G13_20180529_161600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4114,G13_20180529_163200,G13,2018/05/29,16:32:00,G13_20180529_163200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4115,G13_20180529_164800,G13,2018/05/29,16:48:00,G13_20180529_164800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4116,G13_20180529_200000,G13,2018/05/29,20:00:00,G13_20180529_200000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4117,G13_20180529_201600,G13,2018/05/29,20:16:00,G13_20180529_201600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4118,G13_20180529_203200,G13,2018/05/29,20:32:00,G13_20180529_203200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4119,G13_20180529_204800,G13,2018/05/29,20:48:00,G13_20180529_204800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4120,G13_20180529_210400,G13,2018/05/29,21:04:00,G13_20180529_210400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4121,G13_20180529_212000,G13,2018/05/29,21:20:00,G13_20180529_212000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4122,G13_20180529_213600,G13,2018/05/29,21:36:00,G13_20180529_213600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4123,G13_20180529_215200,G13,2018/05/29,21:52:00,G13_20180529_215200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4124,G13_20180529_220800,G13,2018/05/29,22:08:00,G13_20180529_220800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4125,G13_20180529_222400,G13,2018/05/29,22:24:00,G13_20180529_222400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4126,G13_20180529_224000,G13,2018/05/29,22:40:00,G13_20180529_224000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4127,G13_20180529_225600,G13,2018/05/29,22:56:00,G13_20180529_225600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4128,G13_20180529_231200,G13,2018/05/29,23:12:00,G13_20180529_231200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4129,G13_20180529_232800,G13,2018/05/29,23:28:00,G13_20180529_232800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4130,G13_20180529_234400,G13,2018/05/29,23:44:00,G13_20180529_234400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4131,G13_20180530_000000,G13,2018/05/30,00:00:00,G13_20180530_000000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4132,G13_20180530_001600,G13,2018/05/30,00:16:00,G13_20180530_001600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,2,Moderate
4133,G13_20180530_003200,G13,2018/05/30,00:32:00,G13_20180530_003200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,3,Heavy
4134,G13_20180530_004800,G13,2018/05/30,00:48:00,G13_20180530_004800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,3,Heavy
4135,G13_20180530_010400,G13,2018/05/30,01:04:00,G13_20180530_010400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,2,Moderate
4136,G13_20180530_012000,G13,2018/05/30,01:20:00,G13_20180530_012000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,1,Light
4137,G13_20180530_013600,G13,2018/05/30,01:36:00,G13_20180530_013600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,1,Light
4138,G13_20180530_015200,G13,2018/05/30,01:52:00,G13_20180530_015200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,1,Light
4139,G13_20180530_020800,G13,2018/05/30,02:08:00,G13_20180530_020800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,1,Light
4140,G13_20180530_022400,G13,2018/05/30,02:24:00,G13_20180530_022400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,1,Light
4141,G13_20180530_024000,G13,2018/05/30,02:40:00,G13_20180530_024000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4142,G13_20180530_025600,G13,2018/05/30,02:56:00,G13_20180530_025600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4143,G13_20180530_031200,G13,2018/05/30,03:12:00,G13_20180530_031200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4144,G13_20180530_032800,G13,2018/05/30,03:28:00,G13_20180530_032800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4145,G13_20180530_034400,G13,2018/05/30,03:44:00,G13_20180530_034400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4146,G13_20180530_040000,G13,2018/05/30,04:00:00,G13_20180530_040000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4147,G13_20180530_041600,G13,2018/05/30,04:16:00,G13_20180530_041600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4148,G13_20180530_043200,G13,2018/05/30,04:32:00,G13_20180530_043200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4149,G13_20180530_044800,G13,2018/05/30,04:48:00,G13_20180530_044800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4150,G13_20180530_080000,G13,2018/05/30,08:00:00,G13_20180530_080000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4151,G13_20180530_081600,G13,2018/05/30,08:16:00,G13_20180530_081600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4152,G13_20180530_083200,G13,2018/05/30,08:32:00,G13_20180530_083200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4153,G13_20180530_084800,G13,2018/05/30,08:48:00,G13_20180530_084800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4154,G13_20180530_090400,G13,2018/05/30,09:04:00,G13_20180530_090400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4155,G13_20180530_092000,G13,2018/05/30,09:20:00,G13_20180530_092000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4156,G13_20180530_093600,G13,2018/05/30,09:36:00,G13_20180530_093600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4157,G13_20180530_095200,G13,2018/05/30,09:52:00,G13_20180530_095200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4158,G13_20180530_100800,G13,2018/05/30,10:08:00,G13_20180530_100800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4159,G13_20180530_102400,G13,2018/05/30,10:24:00,G13_20180530_102400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,1,Light
4160,G13_20180530_104000,G13,2018/05/30,10:40:00,G13_20180530_104000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4161,G13_20180530_105600,G13,2018/05/30,10:56:00,G13_20180530_105600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4162,G13_20180530_111200,G13,2018/05/30,11:12:00,G13_20180530_111200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,1,2,Moderate
4163,G13_20180530_112800,G13,2018/05/30,11:28:00,G13_20180530_112800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4164,G13_20180530_114400,G13,2018/05/30,11:44:00,G13_20180530_114400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4165,G13_20180530_120000,G13,2018/05/30,12:00:00,G13_20180530_120000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4166,G13_20180530_121600,G13,2018/05/30,12:16:00,G13_20180530_121600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4167,G13_20180530_123200,G13,2018/05/30,12:32:00,G13_20180530_123200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4168,G13_20180530_124800,G13,2018/05/30,12:48:00,G13_20180530_124800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4169,G13_20180530_130400,G13,2018/05/30,13:04:00,G13_20180530_130400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4170,G13_20180530_132000,G13,2018/05/30,13:20:00,G13_20180530_132000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4171,G13_20180530_133600,G13,2018/05/30,13:36:00,G13_20180530_133600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4172,G13_20180530_135200,G13,2018/05/30,13:52:00,G13_20180530_135200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4173,G13_20180530_140800,G13,2018/05/30,14:08:00,G13_20180530_140800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4174,G13_20180530_142400,G13,2018/05/30,14:24:00,G13_20180530_142400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4175,G13_20180530_144000,G13,2018/05/30,14:40:00,G13_20180530_144000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4176,G13_20180530_145600,G13,2018/05/30,14:56:00,G13_20180530_145600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4177,G13_20180530_151200,G13,2018/05/30,15:12:00,G13_20180530_151200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4178,G13_20180530_152800,G13,2018/05/30,15:28:00,G13_20180530_152800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4179,G13_20180530_154400,G13,2018/05/30,15:44:00,G13_20180530_154400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4180,G13_20180530_160000,G13,2018/05/30,16:00:00,G13_20180530_160000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4181,G13_20180530_161600,G13,2018/05/30,16:16:00,G13_20180530_161600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4182,G13_20180530_163200,G13,2018/05/30,16:32:00,G13_20180530_163200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4183,G13_20180530_164800,G13,2018/05/30,16:48:00,G13_20180530_164800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4184,G13_20180530_200000,G13,2018/05/30,20:00:00,G13_20180530_200000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4185,G13_20180530_201600,G13,2018/05/30,20:16:00,G13_20180530_201600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4186,G13_20180530_203200,G13,2018/05/30,20:32:00,G13_20180530_203200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4187,G13_20180530_204800,G13,2018/05/30,20:48:00,G13_20180530_204800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4188,G13_20180530_210400,G13,2018/05/30,21:04:00,G13_20180530_210400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4189,G13_20180530_212000,G13,2018/05/30,21:20:00,G13_20180530_212000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4190,G13_20180530_213600,G13,2018/05/30,21:36:00,G13_20180530_213600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4191,G13_20180530_215200,G13,2018/05/30,21:52:00,G13_20180530_215200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4192,G13_20180530_220800,G13,2018/05/30,22:08:00,G13_20180530_220800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4193,G13_20180530_222400,G13,2018/05/30,22:24:00,G13_20180530_222400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4194,G13_20180530_224000,G13,2018/05/30,22:40:00,G13_20180530_224000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4195,G13_20180530_225600,G13,2018/05/30,22:56:00,G13_20180530_225600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4196,G13_20180530_231200,G13,2018/05/30,23:12:00,G13_20180530_231200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4197,G13_20180530_232800,G13,2018/05/30,23:28:00,G13_20180530_232800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4198,G13_20180530_234400,G13,2018/05/30,23:44:00,G13_20180530_234400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4199,G13_20180531_000000,G13,2018/05/31,00:00:00,G13_20180531_000000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4200,G13_20180531_001600,G13,2018/05/31,00:16:00,G13_20180531_001600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4201,G13_20180531_003200,G13,2018/05/31,00:32:00,G13_20180531_003200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4202,G13_20180531_004800,G13,2018/05/31,00:48:00,G13_20180531_004800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4203,G13_20180531_010400,G13,2018/05/31,01:04:00,G13_20180531_010400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4204,G13_20180531_012000,G13,2018/05/31,01:20:00,G13_20180531_012000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4205,G13_20180531_013600,G13,2018/05/31,01:36:00,G13_20180531_013600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4206,G13_20180531_015200,G13,2018/05/31,01:52:00,G13_20180531_015200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4207,G13_20180531_020800,G13,2018/05/31,02:08:00,G13_20180531_020800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4208,G13_20180531_022400,G13,2018/05/31,02:24:00,G13_20180531_022400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4209,G13_20180531_024000,G13,2018/05/31,02:40:00,G13_20180531_024000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4210,G13_20180531_025600,G13,2018/05/31,02:56:00,G13_20180531_025600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4211,G13_20180531_031200,G13,2018/05/31,03:12:00,G13_20180531_031200.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4212,G13_20180531_032800,G13,2018/05/31,03:28:00,G13_20180531_032800.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4213,G13_20180531_034400,G13,2018/05/31,03:44:00,G13_20180531_034400.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4214,G13_20180531_040000,G13,2018/05/31,04:00:00,G13_20180531_040000.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
4215,G13_20180531_041600,G13,2018/05/31,04:16:00,G13_20180531_041600.wav,Alejandria,El Respaldo,6.3968,-75.0186,1349,Forest,0,0,No_rain
